Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_46_988.jpg;0;0;1;0;99.66999;85.58897;0.0002359885;56.82556;-2.498685E-07
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_038.jpg;0;0;0;0;99.66999;85.58897;0.0002359428;56.82556;-9.644948E-08
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_091.jpg;0;0;0;0;99.66999;85.58897;0.0002359885;56.82556;-2.498685E-07
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_145.jpg;0;0;0;0;99.66999;85.58897;0.0002359885;56.82556;-2.498685E-07
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_198.jpg;0;0;0;0;99.66999;85.58897;0.0002359428;56.82556;-9.644948E-08
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_251.jpg;0;0;0;0;99.66999;85.58897;0.0002359885;56.82556;-2.498685E-07
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_305.jpg;3.196963;0;0;0;99.66999;85.58897;0.0002364157;57.11397;-1.106782E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_359.jpg;6.438736;0;0;0;99.66999;85.58897;0.0002370161;58.08089;-4.75632E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_412.jpg;9.627996;0;0;0;99.66999;85.58897;0.0002378157;59.72194;-1.011982E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_465.jpg;12.80181;0;0;0;99.66999;85.58897;0.0002375185;61.16462;-1.469449E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_518.jpg;12.8378;0;0;0;99.66999;85.58897;0.0002375154;63.66693;-2.272151E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_572.jpg;9.634889;0;0;0;99.66999;85.58897;0.0002365246;65.49742;-2.740675E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_625.jpg;6.447028;0;0;0;99.66999;85.58897;0.0002356747;66.36475;-2.780273E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_678.jpg;4.849565;0;0;0;99.66999;85.58897;0.0002352375;67.23767;-2.642975E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_731.jpg;1.63431;0;0;0;99.66999;85.58897;0.0002355214;67.62675;-2.304736E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_785.jpg;-1.619542;0;0;0;99.66999;85.58897;0.0002353407;67.5321;-1.968269E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_839.jpg;-4.749529;0;0;0;99.66999;85.58897;0.0002362437;66.86324;-1.210069E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_891.jpg;-8.001696;0;0;0;99.66999;85.58897;0.000236916;65.51833;-2.192254E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_944.jpg;-11.15698;0;0;0;99.66999;85.58897;0.000236488;64.27477;4.876551E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_47_998.jpg;-9.533562;0;0;0;99.66999;85.58897;0.0002361234;62.36395;1.540663E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_052.jpg;-6.328962;0;0;0;99.66999;85.58897;0.00023513;61.12814;2.217835E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_105.jpg;-3.155784;0;0;0;99.66999;85.58897;0.0002356398;60.65443;2.485263E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_157.jpg;0;0;0;0;99.66999;85.58901;0.0002353655;60.4705;2.693499E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_211.jpg;0;0;0;0;99.66999;85.58901;0.0002352239;60.4705;2.789097E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_264.jpg;0;0;0;0;99.66999;85.58901;0.0002351287;60.4705;2.825216E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_318.jpg;3.193199;0;0;0;99.66999;85.58907;0.0002361781;60.85338;2.600582E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_372.jpg;6.407492;0;0;0;99.66999;85.58907;0.000238234;61.91139;2.084305E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_425.jpg;4.805214;0;0;0;99.66999;85.58907;0.0002386;62.58417;1.738984E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_478.jpg;1.597639;0;0;0;99.66999;85.58907;0.0002385689;63.06341;1.439215E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_531.jpg;0;0;0;0;99.66999;85.58906;0.0002384145;63.0639;1.273544E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_585.jpg;0;0;0;0;99.66999;85.58906;0.0002380714;63.0639;1.141871E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_638.jpg;0;0;0;0;99.66999;85.58906;0.0002376096;63.0639;9.223054E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_691.jpg;0;0;0;0;99.66999;85.58906;0.0002369899;63.0639;6.770119E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_745.jpg;0;0;0;0;99.66999;85.58906;0.0002366219;63.0639;5.557166E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_798.jpg;0;0;0;0;99.66999;85.58906;0.0002360855;63.0639;3.672874E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_851.jpg;0;0;0;0;99.66999;85.58906;0.0002355678;63.0639;1.710742E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_904.jpg;0;0;0;0;99.66999;85.58906;0.0002352309;63.0639;3.680609E-07
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_48_958.jpg;0;0;0;0;99.66999;85.58906;0.0002347256;63.0639;-1.645966E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_011.jpg;0;0;0;0;99.66999;85.58906;0.0002342079;63.0639;-3.608098E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_064.jpg;0;0.08254479;0;0;99.67041;85.58989;0.02139713;63.06393;-4.441457E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_117.jpg;0;0.2412125;0;0;99.67078;85.59059;0.03652279;63.084;-6.911065E-06
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_171.jpg;0;0.4009359;0;0.02128735;99.67171;85.59244;0.0780592;63.06061;-4.62639E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_224.jpg;0;0.559167;0;0.03723012;99.67294;85.59484;0.1322569;63.08137;-1.582821E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_278.jpg;0;0.719851;0;0.05413553;99.67564;85.60016;0.247678;63.02927;0.0002684643
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_331.jpg;0;0.88064;0;0.08728216;99.67989;85.60852;0.4235606;63.0563;0.000177303
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_385.jpg;0;1;0;0.1270073;99.68334;85.61516;0.543292;62.98428;-0.0003848024
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_438.jpg;0;1;0;0.1790034;99.69048;85.62889;0.7806016;62.77303;-0.0004488998
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_491.jpg;0;1;0;0.2256268;99.69906;85.64548;1.03396;62.6407;0.0002434719
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_545.jpg;0;1;0;0.2788838;99.7058;85.65843;1.212629;62.63381;-0.0009438446
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_598.jpg;0;1;0;0.3180599;99.71558;85.67723;1.330295;62.54008;-0.002048755
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_651.jpg;0;1;0;0.3307891;99.72438;85.69415;1.176333;62.56338;-0.002004042
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_704.jpg;0;1;0;0.4298993;99.73218;85.70909;1.136059;62.55492;-6.914258E-05
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_758.jpg;0;1;0;0.4718487;99.74465;85.73289;1.092606;62.56639;-0.0006698271
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_812.jpg;0;1;0;0.5078296;99.75912;85.76067;1.118785;62.69792;-0.0005453452
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_865.jpg;0;1;0;0.5409633;99.76969;85.78092;1.160734;62.73777;-0.001138234
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_918.jpg;0;1;0;0.5786988;99.7864;85.81303;1.22172;62.66073;-0.0001720478
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_49_972.jpg;0;1;0;0.6181737;99.80412;85.84684;1.233597;62.77193;-0.002361525
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_024.jpg;0;1;0;0.6669385;99.81658;85.8708;1.224623;62.72905;-0.0002366828
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_078.jpg;0;1;0;0.7236097;99.83637;85.90881;1.199677;62.72193;-0.0001718062
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_132.jpg;0;1;0;0.7526392;99.8578;85.95006;1.198522;62.77931;-0.001179933
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_185.jpg;0;1;0;0.8158731;99.87299;85.97932;1.211483;62.84241;-0.001661922
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_238.jpg;0;1;0;0.8575857;99.89692;86.02546;1.225843;62.80182;-0.0005628189
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_291.jpg;0;1;0;0.8948967;99.92207;86.07401;1.225807;62.7541;-0.0008991227
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_344.jpg;0;1;0;0.9467514;99.93963;86.10787;1.223038;62.74547;-0.001068314
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_398.jpg;0;1;0;0.9949208;99.96703;86.16059;1.210974;62.74696;-0.001062598
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_452.jpg;0;1;0;1.021481;99.99583;86.21596;1.217604;62.73517;-0.001140739
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_504.jpg;0;1;0;1.068372;100.0158;86.25434;1.22222;62.7555;-0.001056225
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_558.jpg;0;1;0;1.121689;100.0469;86.31413;1.226484;62.74263;-0.0007490111
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_611.jpg;0;1;0;1.151544;100.0792;86.3763;1.225342;62.73006;-0.0005793911
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_665.jpg;-2.421517;1;0;1.199312;100.1018;86.41898;1.226982;62.66297;-0.0005402424
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_718.jpg;-4.819912;1;0;1.248629;100.1379;86.48457;1.233056;62.36965;0.0007081024
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_771.jpg;-7.188982;1;0;1.274351;100.1765;86.55138;1.224072;61.81803;0.002119737
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_825.jpg;-7.156374;1;0;1.324286;100.2039;86.59715;1.229222;61.37023;0.002271267
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_878.jpg;-4.773914;1;0;1.367922;100.2461;86.66757;1.230308;60.79037;0.002246049
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_931.jpg;-2.380426;1;0;1.399482;100.2896;86.74078;1.242791;60.43545;0.001200902
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_50_984.jpg;0;1;0;1.445664;100.3191;86.79112;1.250184;60.33042;0.0003724407
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_037.jpg;0;1;0;1.492866;100.3639;86.86879;1.253475;60.29646;-0.0008338027
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_091.jpg;0;1;0;1.524257;100.41;86.94894;1.254968;60.27972;-0.0009171194
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_145.jpg;0;1;0;1.570876;100.4416;87.00374;1.258121;60.27206;-0.000956964
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_197.jpg;0;1;0;1.618036;100.4901;87.08792;1.261958;60.2621;-0.0009902173
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_251.jpg;-2.421648;1;0;1.64809;100.5407;87.17401;1.26044;60.10386;-0.0002409025
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_304.jpg;-4.814841;1;0;1.695175;100.576;87.23238;1.265794;59.85837;0.0005252523
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_357.jpg;-7.216239;1;0;1.738357;100.6314;87.32067;1.258549;59.2391;0.002141834
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_411.jpg;-9.609596;1;0;1.768107;100.6906;87.40971;1.254567;58.30731;359.985
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_464.jpg;-12.02076;1;0;1.81071;100.7324;87.46914;1.249781;57.51475;359.9548
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_518.jpg;-14.41144;1;0;1.85179;100.7986;87.55763;1.209516;56.05244;359.8969
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_571.jpg;-12.00461;1;0;1.880441;100.8678;87.64629;1.134832;54.57132;359.8553
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_624.jpg;-9.596025;1;0;1.926986;100.9156;87.70607;1.08543;53.70687;359.8335
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_678.jpg;-7.225446;1;0;1.972684;100.9895;87.79739;1.033714;52.65956;359.808
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_731.jpg;-4.82733;1;0;2.002698;101.0657;87.89118;1.019064;51.92422;359.798
